brand,model,engine_size,fuel_type,year,mileage_km,price_usd,age,price_per_1k_km,mileage_bucket_label,mileage_bucket_order,age_bucket_label,age_bucket_order,overprice_threshold,is_overpriced
VW,Golf,1.8,Diesel,1991,268897,737,34,2.740826413087539,>100k,4,10y+,4,35342.375,False
BMW,M5,4.4,Petrol,2020,16067,129911,5,8085.579137362295,<20k,1,3-5y,2,134836.0,False
VW,Passat,2.0,Diesel,2013,59449,23457,12,394.5734999747683,50-100k,3,10y+,4,43699.5,False
Toyota,Yaris,1.4,Hybrid,1994,162985,2221,31,13.62702089149308,>100k,4,10y+,4,31920.5,False
VW,Polo,1.0,Petrol,2003,124093,3458,22,27.866197126348787,>100k,4,10y+,4,26969.875,False
VW,Golf,1.8,Diesel,2016,25938,26709,9,1029.7247281980108,20-50k,2,6-10y,3,35342.375,False
Ford,Fiesta,1.0,Petrol,1993,256498,550,32,2.144266232095377,>100k,4,10y+,4,24653.0,False
Toyota,RAV4,2.2,Hybrid,1993,178670,3485,32,19.50523311132255,>100k,4,10y+,4,66286.875,False
Toyota,Yaris,1.2,Hybrid,1990,311191,409,35,1.314305362301609,>100k,4,10y+,4,31920.5,False
Ford,Fiesta,1.4,Petrol,2002,105998,4279,23,40.368686201626446,>100k,4,10y+,4,24653.0,False
BMW,X3,2.4,Diesel,2018,18365,50705,7,2760.958344677376,<20k,1,6-10y,3,59511.625,False
Toyota,Yaris,1.0,Petrol,1999,143198,2568,26,17.933211357700525,>100k,4,10y+,4,31920.5,False
VW,Passat,1.6,Petrol,1998,170906,3168,27,18.53650544743894,>100k,4,10y+,4,43699.5,False
Toyota,RAV4,2.4,Petrol,1988,23316,6695,37,287.14187682278265,20-50k,2,10y+,4,66286.875,False
Toyota,Prius,1.4,Hybrid,2000,128158,5712,25,44.56998392609123,>100k,4,10y+,4,49265.75,False
VW,Golf,1.6,Hybrid,1986,233442,789,39,3.379854524892693,>100k,4,10y+,4,35342.375,False
Ford,Mondeo,2.0,Diesel,1998,182756,3181,27,17.405721289588303,>100k,4,10y+,4,43916.0,False
Toyota,Yaris,1.4,Hybrid,2004,160834,4404,21,27.382269918052152,>100k,4,10y+,4,31920.5,False
Toyota,Prius,1.0,Hybrid,2018,42891,29095,7,678.3474388566366,20-50k,2,6-10y,3,49265.75,False
Ford,Mondeo,1.6,Diesel,2011,58571,17478,14,298.40706151508425,50-100k,3,10y+,4,43916.0,False
BMW,Z4,2.4,Petrol,1995,163842,3554,30,21.691629740847887,>100k,4,10y+,4,53698.375,False
Ford,Fiesta,1.0,Petrol,1999,121166,2640,26,21.78829044451414,>100k,4,10y+,4,24653.0,False
VW,Passat,1.6,Petrol,2016,44376,26824,9,604.4708851631513,20-50k,2,6-10y,3,43699.5,False
Toyota,Yaris,1.0,Petrol,2012,77225,10017,13,129.7118808675947,50-100k,3,10y+,4,31920.5,False
Toyota,Yaris,1.0,Petrol,2009,87596,7630,16,87.10443399241974,50-100k,3,10y+,4,31920.5,False
Toyota,Yaris,1.0,Petrol,2018,27847,20374,7,731.6407512478902,20-50k,2,6-10y,3,31920.5,False
Toyota,RAV4,2.2,Hybrid,1988,286006,942,37,3.293637196422453,>100k,4,10y+,4,66286.875,False
Toyota,RAV4,1.8,Hybrid,2005,89083,14227,20,159.70499421887453,50-100k,3,10y+,4,66286.875,False
Ford,Fiesta,1.2,Petrol,2007,71616,7053,18,98.48357908847186,50-100k,3,10y+,4,24653.0,False
VW,Passat,1.4,Petrol,1997,139738,3585,28,25.655154646552834,>100k,4,10y+,4,43699.5,False
Porsche,Cayenne,3.5,Petrol,2000,104309,13739,25,131.714425409121,>100k,4,10y+,4,104718.5,False
Ford,Focus,1.8,Petrol,2000,134292,4954,25,36.8897626068567,>100k,4,10y+,4,40657.0,False
Ford,Mondeo,2.0,Diesel,2012,68508,19574,13,285.71845623868745,50-100k,3,10y+,4,43916.0,False
BMW,Z4,2.0,Petrol,1994,194606,2332,31,11.983186541011069,>100k,4,10y+,4,53698.375,False
Toyota,Prius,1.8,Hybrid,2003,72423,11887,22,164.132941192715,50-100k,3,10y+,4,49265.75,False
Ford,Focus,1.6,Diesel,2004,101430,8231,21,81.14956127378487,>100k,4,10y+,4,40657.0,False
Ford,Mondeo,1.4,Diesel,1995,209839,1718,30,8.187229256715863,>100k,4,10y+,4,43916.0,False
Ford,Focus,2.0,Petrol,2006,57958,13510,19,233.09983091203975,50-100k,3,10y+,4,40657.0,False
Toyota,Prius,1.4,Hybrid,2022,4711,55641,3,11810.868180853322,<20k,1,3-5y,2,49265.75,True
VW,Polo,1.0,Petrol,1996,220328,961,29,4.361678951381577,>100k,4,10y+,4,26969.875,False
Toyota,RAV4,2.4,Petrol,1993,181028,2972,32,16.417349802240537,>100k,4,10y+,4,66286.875,False
VW,Polo,1.6,Diesel,2013,79233,12432,12,156.9043201696263,50-100k,3,10y+,4,26969.875,False
VW,Passat,1.8,Diesel,1989,118548,2957,36,24.943482808651346,>100k,4,10y+,4,43699.5,False
Ford,Mondeo,1.6,Diesel,2011,78900,15267,14,193.49809885931558,50-100k,3,10y+,4,43916.0,False
VW,Golf,1.4,Diesel,2014,63384,16408,11,258.8665909377761,50-100k,3,10y+,4,35342.375,False
Ford,Mondeo,1.4,Diesel,2012,21780,21783,13,1000.1377410468319,20-50k,2,10y+,4,43916.0,False
VW,Golf,2.0,Hybrid,2020,24360,42384,5,1739.9014778325125,20-50k,2,3-5y,2,35342.375,True
Toyota,Yaris,1.4,Petrol,1997,234400,1207,28,5.149317406143345,>100k,4,10y+,4,31920.5,False
VW,Passat,1.4,Diesel,2017,41707,28621,8,686.2397199510873,20-50k,2,6-10y,3,43699.5,False
VW,Polo,1.0,Petrol,2007,100154,5408,18,53.99684485891727,>100k,4,10y+,4,26969.875,False
Toyota,Prius,1.8,Hybrid,2011,29923,26425,14,883.0999565551583,20-50k,2,10y+,4,49265.75,False
Toyota,RAV4,1.8,Hybrid,2013,58075,29905,12,514.9375807145932,50-100k,3,10y+,4,66286.875,False
VW,Golf,1.6,Diesel,2001,75213,6814,24,90.59604057809156,50-100k,3,10y+,4,35342.375,False
Ford,Fiesta,1.0,Petrol,2009,111868,5519,16,49.33493045374907,>100k,4,10y+,4,24653.0,False
VW,Polo,1.0,Diesel,2008,135327,4639,17,34.279929356299924,>100k,4,10y+,4,26969.875,False
Toyota,Yaris,1.4,Hybrid,1995,111215,3586,30,32.243851998381516,>100k,4,10y+,4,31920.5,False
VW,Passat,2.0,Diesel,1994,170502,2858,31,16.762266718278962,>100k,4,10y+,4,43699.5,False
Toyota,RAV4,2.2,Hybrid,1999,126524,7975,26,63.03151971167525,>100k,4,10y+,4,66286.875,False
BMW,X3,2.0,Diesel,1990,212400,1682,35,7.919020715630885,>100k,4,10y+,4,59511.625,False
Ford,Fiesta,1.0,Petrol,2019,32201,18344,6,569.6717493245551,20-50k,2,6-10y,3,24653.0,False
Ford,Focus,2.0,Petrol,1995,181627,2528,30,13.918635445170596,>100k,4,10y+,4,40657.0,False
VW,Golf,1.6,Petrol,2013,67829,15177,12,223.75385159739938,50-100k,3,10y+,4,35342.375,False
Porsche,718 Cayman,4.0,Petrol,2000,80200,14740,25,183.79052369077306,50-100k,3,10y+,4,73239.75,False
Ford,Mondeo,1.4,Diesel,2011,70007,15168,14,216.66404788092618,50-100k,3,10y+,4,43916.0,False
Toyota,RAV4,2.2,Hybrid,1993,121892,5541,32,45.45827453811571,>100k,4,10y+,4,66286.875,False
VW,Golf,2.0,Petrol,2011,96134,12202,14,126.92699773233196,50-100k,3,10y+,4,35342.375,False
Ford,Fiesta,1.0,Petrol,2017,15057,17668,8,1173.4077173407718,<20k,1,6-10y,3,24653.0,False
BMW,Z4,2.2,Petrol,2010,56340,20630,15,366.16968406105786,50-100k,3,10y+,4,53698.375,False
VW,Passat,1.4,Petrol,2017,58378,24571,8,420.89485765185515,50-100k,3,6-10y,3,43699.5,False
BMW,M5,5.0,Petrol,2003,66899,32837,22,490.8444072407659,50-100k,3,10y+,4,134836.0,False
VW,Passat,1.4,Petrol,1995,160289,2652,30,16.54511538533524,>100k,4,10y+,4,43699.5,False
Ford,Focus,1.4,Diesel,2014,60616,19889,11,328.1146891909727,50-100k,3,10y+,4,40657.0,False
BMW,M5,5.0,Petrol,2002,107771,23030,23,213.6938508504143,>100k,4,10y+,4,134836.0,False
Ford,Focus,2.0,Petrol,2006,98896,10202,19,103.15887396861349,50-100k,3,10y+,4,40657.0,False
Ford,Fiesta,1.0,Petrol,2008,146619,3932,17,26.817806696267198,>100k,4,10y+,4,24653.0,False
Toyota,Yaris,1.4,Petrol,1999,209381,1729,26,8.257673809944551,>100k,4,10y+,4,31920.5,False
VW,Passat,1.8,Diesel,2002,188637,3957,23,20.9767967047822,>100k,4,10y+,4,43699.5,False
BMW,Z4,2.0,Petrol,2000,78082,8745,25,111.99764350298405,50-100k,3,10y+,4,53698.375,False
Ford,Mondeo,1.8,Diesel,1993,238406,1317,32,5.524189827437229,>100k,4,10y+,4,43916.0,False
VW,Polo,2.0,Petrol,1996,148295,2529,29,17.053845375771267,>100k,4,10y+,4,26969.875,False
VW,Polo,2.0,Petrol,2001,97503,5227,24,53.608606914659035,50-100k,3,10y+,4,26969.875,False
Toyota,Prius,1.0,Hybrid,2013,73775,17100,12,231.78583531006436,50-100k,3,10y+,4,49265.75,False
Porsche,Cayenne,4.0,Diesel,1991,85463,9695,34,113.44090425096242,50-100k,3,10y+,4,104718.5,False
VW,Polo,1.6,Diesel,2009,64083,10542,16,164.50540705023172,50-100k,3,10y+,4,26969.875,False
Ford,Fiesta,1.0,Petrol,2008,33983,8720,17,256.5988876791337,20-50k,2,10y+,4,24653.0,False
Toyota,Prius,1.0,Hybrid,1989,227236,997,36,4.387509021457868,>100k,4,10y+,4,49265.75,False
BMW,M5,4.0,Petrol,2009,117559,30508,16,259.5122449153191,>100k,4,10y+,4,134836.0,False
VW,Polo,1.6,Petrol,1993,154241,1764,32,11.436647843310144,>100k,4,10y+,4,26969.875,False
BMW,M5,4.0,Petrol,1993,266047,2909,32,10.93415825023398,>100k,4,10y+,4,134836.0,False
BMW,M5,4.4,Petrol,2008,151065,22952,17,151.93459768973622,>100k,4,10y+,4,134836.0,False
VW,Polo,1.0,Petrol,2015,17861,15631,10,875.1469682548569,<20k,1,6-10y,3,26969.875,False
VW,Golf,2.0,Petrol,2002,97286,6641,23,68.26264827416072,50-100k,3,10y+,4,35342.375,False
Ford,Focus,1.4,Diesel,1989,46418,4108,36,88.50015080356758,20-50k,2,10y+,4,40657.0,False
Toyota,RAV4,2.0,Hybrid,1985,158168,2317,40,14.64898083050933,>100k,4,10y+,4,66286.875,False
Toyota,Prius,1.8,Hybrid,2003,154625,6395,22,41.358124494745354,>100k,4,10y+,4,49265.75,False
BMW,Z4,2.2,Petrol,1986,186300,1542,39,8.276972624798711,>100k,4,10y+,4,53698.375,False
VW,Golf,1.6,Petrol,1989,119544,2114,36,17.683865355015726,>100k,4,10y+,4,35342.375,False
Ford,Fiesta,1.2,Petrol,2018,42712,17664,7,413.56059187113686,20-50k,2,6-10y,3,24653.0,False
Ford,Mondeo,1.6,Diesel,1992,158094,2350,33,14.864574240641645,>100k,4,10y+,4,43916.0,False
BMW,Z4,2.4,Petrol,2001,157357,5597,24,35.568802150523965,>100k,4,10y+,4,53698.375,False
VW,Polo,1.0,Petrol,1992,249354,565,33,2.265854969240517,>100k,4,10y+,4,26969.875,False
Ford,Mondeo,1.8,Petrol,1998,178306,2986,27,16.746491985687523,>100k,4,10y+,4,43916.0,False
Ford,Fiesta,1.2,Hybrid,2022,7734,33693,3,4356.477889837083,<20k,1,3-5y,2,24653.0,True
VW,Golf,1.6,Petrol,2014,20842,21594,11,1036.080990308032,20-50k,2,10y+,4,35342.375,False
VW,Golf,2.0,Petrol,1994,224052,1365,31,6.092335707782122,>100k,4,10y+,4,35342.375,False
Ford,Focus,1.8,Diesel,1994,198732,2030,31,10.214761588470905,>100k,4,10y+,4,40657.0,False
VW,Polo,1.6,Petrol,1995,97200,3140,30,32.30452674897119,50-100k,3,10y+,4,26969.875,False
VW,Golf,1.6,Petrol,2008,93976,9076,17,96.57784966374393,50-100k,3,10y+,4,35342.375,False
BMW,Z4,2.2,Petrol,2015,35334,32746,10,926.7560989415293,20-50k,2,6-10y,3,53698.375,False
Toyota,RAV4,2.2,Hybrid,1988,187187,2320,37,12.394023089210254,>100k,4,10y+,4,66286.875,False
VW,Passat,2.0,Diesel,1991,168950,2371,34,14.033737792246228,>100k,4,10y+,4,43699.5,False
Porsche,911,2.2,Petrol,1998,105832,14043,27,132.69143548265177,>100k,4,10y+,4,123087.75,False
VW,Polo,1.6,Petrol,1988,184347,980,37,5.316061557823018,>100k,4,10y+,4,26969.875,False
Ford,Fiesta,1.4,Petrol,2010,46413,10943,15,235.77445974188268,20-50k,2,10y+,4,24653.0,False
VW,Polo,1.6,Petrol,1988,273139,438,37,1.6035791300400162,>100k,4,10y+,4,26969.875,False
VW,Passat,1.4,Petrol,2004,123858,6481,21,52.326050800109805,>100k,4,10y+,4,43699.5,False
VW,Golf,2.0,Diesel,2006,83870,10017,19,119.43483963276499,50-100k,3,10y+,4,35342.375,False
Ford,Fiesta,1.0,Petrol,1999,205777,1303,26,6.332097367538647,>100k,4,10y+,4,24653.0,False
Porsche,Cayenne,2.6,Petrol,2011,106875,24190,14,226.33918128654972,>100k,4,10y+,4,104718.5,False
VW,Polo,1.2,Petrol,2007,74844,7083,18,94.63684463684464,50-100k,3,10y+,4,26969.875,False
BMW,X3,2.0,Diesel,2018,37423,41529,7,1109.7186222376613,20-50k,2,6-10y,3,59511.625,False
VW,Polo,1.0,Petrol,2007,114136,4873,18,42.6946800308404,>100k,4,10y+,4,26969.875,False
Toyota,Yaris,1.0,Hybrid,2007,93499,7684,18,82.1826971411459,50-100k,3,10y+,4,31920.5,False
Ford,Fiesta,1.2,Petrol,1990,171569,1054,35,6.143300945975089,>100k,4,10y+,4,24653.0,False
VW,Golf,2.0,Petrol,2017,29442,28096,8,954.2829970790028,20-50k,2,6-10y,3,35342.375,False
BMW,M5,5.0,Petrol,2009,166232,23060,16,138.7217864189807,>100k,4,10y+,4,134836.0,False
VW,Golf,1.4,Diesel,2013,60076,15683,12,261.0526666222784,50-100k,3,10y+,4,35342.375,False
Ford,Focus,1.8,Petrol,2010,87974,13667,15,155.35271784845523,50-100k,3,10y+,4,40657.0,False
Ford,Mondeo,1.6,Diesel,2011,58710,17462,14,297.4280361096917,50-100k,3,10y+,4,43916.0,False
Ford,Fiesta,1.0,Petrol,1997,74300,3246,28,43.687752355316285,50-100k,3,10y+,4,24653.0,False
Porsche,911,3.0,Petrol,1988,215606,3391,37,15.727762678218603,>100k,4,10y+,4,123087.75,False
VW,Polo,1.0,Petrol,1987,184958,721,38,3.898182290033413,>100k,4,10y+,4,26969.875,False
VW,Polo,1.2,Petrol,2000,136360,2816,25,20.65121736579642,>100k,4,10y+,4,26969.875,False
Ford,Focus,1.4,Petrol,2020,16716,36694,5,2195.142378559464,<20k,1,3-5y,2,40657.0,False
VW,Golf,1.2,Petrol,2018,31587,22978,7,727.4511666191788,20-50k,2,6-10y,3,35342.375,False
VW,Passat,1.8,Petrol,2013,40193,23890,12,594.3821063369244,20-50k,2,10y+,4,43699.5,False
VW,Passat,1.8,Diesel,1989,270098,794,36,2.939673748047005,>100k,4,10y+,4,43699.5,False
Ford,Focus,1.6,Petrol,1993,183171,1952,32,10.65670875848251,>100k,4,10y+,4,40657.0,False
Ford,Mondeo,1.4,Diesel,1993,223338,1332,32,5.96405448244365,>100k,4,10y+,4,43916.0,False
VW,Passat,1.6,Diesel,1997,222399,1982,28,8.911910575137478,>100k,4,10y+,4,43699.5,False
Ford,Fiesta,1.2,Petrol,1985,212699,527,40,2.477679725809712,>100k,4,10y+,4,24653.0,False
Toyota,Yaris,1.0,Hybrid,2014,87253,12810,11,146.81443617984482,50-100k,3,10y+,4,31920.5,False
BMW,M5,4.0,Petrol,1989,63465,11813,36,186.13408965571574,50-100k,3,10y+,4,134836.0,False
Toyota,Yaris,1.4,Hybrid,2015,25924,23944,10,923.6228977009721,20-50k,2,6-10y,3,31920.5,False
VW,Golf,1.2,Petrol,1994,239742,917,31,3.8249451493689053,>100k,4,10y+,4,35342.375,False
BMW,M5,4.0,Petrol,1985,230212,2375,40,10.316577763105313,>100k,4,10y+,4,134836.0,False
Ford,Fiesta,1.0,Petrol,2005,41804,6815,20,163.022677255765,20-50k,2,10y+,4,24653.0,False
Ford,Fiesta,1.2,Diesel,1999,142039,2575,26,18.12882377375228,>100k,4,10y+,4,24653.0,False
VW,Golf,1.6,Diesel,2000,153880,3516,25,22.848973225890305,>100k,4,10y+,4,35342.375,False
VW,Golf,1.6,Diesel,1989,199683,1142,36,5.719064717577361,>100k,4,10y+,4,35342.375,False
Ford,Mondeo,1.4,Diesel,2001,153289,4167,24,27.183946662839475,>100k,4,10y+,4,43916.0,False
BMW,M5,5.0,Petrol,2010,102169,40921,15,400.522663430199,>100k,4,10y+,4,134836.0,False
Ford,Fiesta,1.0,Petrol,2005,129180,3700,20,28.642204675646383,>100k,4,10y+,4,24653.0,False
BMW,M5,5.0,Petrol,2006,87730,34781,19,396.45503248603666,50-100k,3,10y+,4,134836.0,False
Toyota,RAV4,2.2,Hybrid,2000,99190,10480,25,105.65581207783043,50-100k,3,10y+,4,66286.875,False
Ford,Mondeo,1.6,Diesel,1997,153521,3406,28,22.1858898782577,>100k,4,10y+,4,43916.0,False
VW,Passat,2.0,Diesel,1994,266300,1211,31,4.547502816372512,>100k,4,10y+,4,43699.5,False
Porsche,911,2.2,Petrol,2019,27838,95238,6,3421.150944751778,20-50k,2,6-10y,3,123087.75,False
Porsche,718 Cayman,2.0,Petrol,2000,170774,5166,25,30.25050651738555,>100k,4,10y+,4,73239.75,False
VW,Passat,1.6,Diesel,2009,59300,16085,16,271.247892074199,50-100k,3,10y+,4,43699.5,False
Toyota,Yaris,1.2,Petrol,1997,113333,3111,28,27.450080735531575,>100k,4,10y+,4,31920.5,False
Porsche,Cayenne,2.6,Diesel,2021,7045,93356,4,13251.3839602555,<20k,1,3-5y,2,104718.5,False
Toyota,Prius,1.0,Hybrid,2016,65954,22006,9,333.6567910968251,50-100k,3,6-10y,3,49265.75,False
Ford,Fiesta,1.0,Petrol,2000,89194,3576,25,40.09238289571047,50-100k,3,10y+,4,24653.0,False
VW,Golf,2.0,Diesel,2001,71445,7815,24,109.38484148645813,50-100k,3,10y+,4,35342.375,False
Ford,Mondeo,1.8,Diesel,1992,220688,1447,33,6.556767925759443,>100k,4,10y+,4,43916.0,False
VW,Golf,1.6,Petrol,1999,144489,3382,26,23.406626109946085,>100k,4,10y+,4,35342.375,False
Ford,Focus,1.0,Petrol,1997,231055,1318,28,5.704269546211941,>100k,4,10y+,4,40657.0,False
Porsche,Cayenne,2.6,Diesel,2020,19425,81758,5,4208.906048906048,<20k,1,3-5y,2,104718.5,False
BMW,Z4,3.0,Petrol,1991,262265,1266,34,4.827178617047643,>100k,4,10y+,4,53698.375,False
Ford,Focus,1.4,Petrol,2007,59145,11991,18,202.7390311945219,50-100k,3,10y+,4,40657.0,False
BMW,X3,2.4,Diesel,1997,195478,3414,28,17.464880958471028,>100k,4,10y+,4,59511.625,False
VW,Passat,1.4,Diesel,2005,122101,7374,20,60.39262577702066,>100k,4,10y+,4,43699.5,False
VW,Golf,1.8,Diesel,1993,179350,1887,32,10.52132701421801,>100k,4,10y+,4,35342.375,False
BMW,X3,3.0,Diesel,2001,123028,9086,24,73.85310660987743,>100k,4,10y+,4,59511.625,False
VW,Polo,1.6,Petrol,1985,108360,1485,40,13.704318936877076,>100k,4,10y+,4,26969.875,False
VW,Polo,2.0,Petrol,2008,94773,8501,17,89.6985428339295,50-100k,3,10y+,4,26969.875,False
VW,Passat,1.4,Petrol,2016,28725,27520,9,958.0504786771105,20-50k,2,6-10y,3,43699.5,False
VW,Polo,1.2,Petrol,1989,323427,251,36,0.7760638412995823,>100k,4,10y+,4,26969.875,False
Toyota,Yaris,1.2,Petrol,2003,140893,3743,22,26.566259501891505,>100k,4,10y+,4,31920.5,False
Toyota,Prius,1.8,Hybrid,1994,197139,2442,31,12.387198879978087,>100k,4,10y+,4,49265.75,False
BMW,M5,4.4,Petrol,1997,212613,6497,28,30.55786805134211,>100k,4,10y+,4,134836.0,False
Toyota,RAV4,1.8,Hybrid,2004,9500,21788,21,2293.4736842105262,<20k,1,10y+,4,66286.875,False
Ford,Mondeo,1.8,Diesel,1998,122540,4946,27,40.36233066753713,>100k,4,10y+,4,43916.0,False
Toyota,Yaris,1.0,Petrol,2012,88283,9275,13,105.05986430003512,50-100k,3,10y+,4,31920.5,False
Ford,Focus,1.6,Diesel,2020,16739,41184,5,2460.3620287950293,<20k,1,3-5y,2,40657.0,True
Porsche,Cayenne,2.6,Petrol,1989,180414,3085,36,17.099559901116322,>100k,4,10y+,4,104718.5,False
BMW,X3,3.0,Petrol,2012,70716,26312,13,372.0798687708581,50-100k,3,10y+,4,59511.625,False
BMW,Z4,2.4,Petrol,1992,228550,1651,33,7.2238022314591985,>100k,4,10y+,4,53698.375,False
VW,Polo,1.6,Petrol,2018,43889,20784,7,473.5582947891271,20-50k,2,6-10y,3,26969.875,False
Toyota,Prius,1.8,Hybrid,1994,172669,3017,31,17.472736854907364,>100k,4,10y+,4,49265.75,False
Toyota,Yaris,1.0,Petrol,2017,31176,18700,8,599.8203746471645,20-50k,2,6-10y,3,31920.5,False
Toyota,Yaris,1.4,Petrol,1994,167384,1783,31,10.652153132915931,>100k,4,10y+,4,31920.5,False
Toyota,RAV4,2.2,Hybrid,1993,116696,5767,32,49.41900322204703,>100k,4,10y+,4,66286.875,False
Ford,Focus,1.4,Hybrid,1992,247674,1151,33,4.64723790143495,>100k,4,10y+,4,40657.0,False
Toyota,RAV4,2.4,Hybrid,2019,31160,60700,6,1948.0102695763799,20-50k,2,6-10y,3,66286.875,False
VW,Golf,2.0,Petrol,2005,129076,6379,20,49.420496451702874,>100k,4,10y+,4,35342.375,False
VW,Polo,1.6,Petrol,2001,125254,3794,24,30.290449805994218,>100k,4,10y+,4,26969.875,False
Toyota,Yaris,1.2,Hybrid,2010,43138,14361,15,332.90834067411566,20-50k,2,10y+,4,31920.5,False
VW,Polo,1.6,Petrol,2018,53483,19585,7,366.1911261522353,50-100k,3,6-10y,3,26969.875,False
VW,Passat,1.4,Diesel,2011,62583,16830,14,268.9228704280715,50-100k,3,10y+,4,43699.5,False
Toyota,RAV4,2.2,Hybrid,2010,101734,20035,15,196.93514459276153,>100k,4,10y+,4,66286.875,False
Porsche,Cayenne,2.6,Petrol,2004,221387,5845,21,26.40173090560873,>100k,4,10y+,4,104718.5,False
Toyota,Yaris,1.0,Hybrid,1992,68775,3354,33,48.76772082878953,50-100k,3,10y+,4,31920.5,False
Toyota,RAV4,2.2,Petrol,1994,108958,5446,31,49.98256208814406,>100k,4,10y+,4,66286.875,False
Ford,Focus,1.8,Petrol,2005,148571,6164,20,41.4885812170612,>100k,4,10y+,4,40657.0,False
Toyota,Prius,1.8,Hybrid,1988,171300,2046,37,11.943957968476356,>100k,4,10y+,4,49265.75,False
Ford,Mondeo,2.0,Diesel,2015,53044,26425,10,498.1713294623332,50-100k,3,6-10y,3,43916.0,False
Ford,Focus,1.4,Diesel,2018,12661,34461,7,2721.8229207803492,<20k,1,6-10y,3,40657.0,False
Ford,Fiesta,1.0,Hybrid,1998,145968,2435,27,16.681738463224818,>100k,4,10y+,4,24653.0,False
VW,Polo,1.6,Diesel,2014,99295,11527,11,116.08842338486329,50-100k,3,10y+,4,26969.875,False
Ford,Fiesta,1.0,Petrol,1989,265247,388,36,1.4627875150331577,>100k,4,10y+,4,24653.0,False
Ford,Focus,2.0,Diesel,2006,136227,8055,19,59.129247506001015,>100k,4,10y+,4,40657.0,False
VW,Golf,1.8,Petrol,2016,25618,25483,9,994.7302677804669,20-50k,2,6-10y,3,35342.375,False
BMW,Z4,2.4,Petrol,2005,137321,8601,20,62.63426569861856,>100k,4,10y+,4,53698.375,False
VW,Polo,1.0,Petrol,1994,96896,2328,31,24.02575957727873,50-100k,3,10y+,4,26969.875,False
Toyota,RAV4,1.8,Hybrid,2000,96811,9644,25,99.61677908502132,50-100k,3,10y+,4,66286.875,False
VW,Passat,2.0,Diesel,2014,35725,29024,11,812.4282715185444,20-50k,2,10y+,4,43699.5,False
VW,Polo,2.0,Petrol,2013,63776,14686,12,230.27471149021574,50-100k,3,10y+,4,26969.875,False
Toyota,Yaris,1.0,Petrol,1987,179689,851,38,4.735960465025683,>100k,4,10y+,4,31920.5,False
Toyota,Prius,1.4,Hybrid,2011,79668,17009,14,213.49851885324094,50-100k,3,10y+,4,49265.75,False
VW,Golf,1.8,Hybrid,2011,46659,19356,14,414.8395807882724,20-50k,2,10y+,4,35342.375,False
Ford,Focus,1.0,Diesel,2008,83220,9679,17,116.30617639990388,50-100k,3,10y+,4,40657.0,False
VW,Passat,1.4,Diesel,2018,26315,33473,7,1272.0121603648108,20-50k,2,6-10y,3,43699.5,False
BMW,M5,4.4,Petrol,1994,262648,3366,31,12.815631567725625,>100k,4,10y+,4,134836.0,False
VW,Passat,1.4,Diesel,1991,121297,2917,34,24.048410100826896,>100k,4,10y+,4,43699.5,False
Toyota,RAV4,1.8,Hybrid,1994,178192,3383,31,18.985139624674506,>100k,4,10y+,4,66286.875,False
Ford,Fiesta,1.0,Petrol,2007,116351,4669,18,40.128576462600236,>100k,4,10y+,4,24653.0,False
Ford,Focus,1.8,Petrol,2009,62482,15204,16,243.33408021510195,50-100k,3,10y+,4,40657.0,False
Porsche,718 Cayman,4.0,Petrol,2007,81069,23365,18,288.21127681357854,50-100k,3,10y+,4,73239.75,False
Toyota,Prius,1.4,Hybrid,2000,166563,4180,25,25.095609469089776,>100k,4,10y+,4,49265.75,False
VW,Passat,1.4,Diesel,2007,56856,13376,18,235.26101027156324,50-100k,3,10y+,4,43699.5,False
VW,Polo,1.6,Petrol,2003,161353,3239,22,20.073999243893823,>100k,4,10y+,4,26969.875,False
Toyota,Prius,1.4,Hybrid,1995,215794,1951,30,9.041029871080752,>100k,4,10y+,4,49265.75,False
VW,Polo,1.2,Petrol,2007,68190,7406,18,108.60830033729286,50-100k,3,10y+,4,26969.875,False
Ford,Mondeo,1.4,Petrol,2014,55160,19436,11,352.356780275562,50-100k,3,10y+,4,43916.0,False
Toyota,Yaris,1.2,Hybrid,1991,217718,1046,34,4.8043799777694085,>100k,4,10y+,4,31920.5,False
BMW,M5,4.0,Petrol,2019,29277,107665,6,3677.460122280288,20-50k,2,6-10y,3,134836.0,False
Ford,Mondeo,1.8,Diesel,2018,18442,37531,7,2035.082962802299,<20k,1,6-10y,3,43916.0,False
BMW,X3,3.0,Diesel,2006,97190,15394,19,158.39078094454163,50-100k,3,10y+,4,59511.625,False
Ford,Fiesta,1.0,Petrol,2006,131901,3871,19,29.347768402059117,>100k,4,10y+,4,24653.0,False
VW,Polo,1.2,Petrol,2012,69882,10221,13,146.2608397012106,50-100k,3,10y+,4,26969.875,False
Toyota,Prius,1.0,Hybrid,2003,46175,10491,22,227.20086626962643,20-50k,2,10y+,4,49265.75,False
Toyota,Yaris,1.2,Hybrid,1991,181638,1437,34,7.911340138076834,>100k,4,10y+,4,31920.5,False
Toyota,RAV4,2.4,Petrol,2005,123861,10572,20,85.3537433090319,>100k,4,10y+,4,66286.875,False
Ford,Fiesta,1.2,Petrol,2012,14569,13904,13,954.3551376209759,<20k,1,10y+,4,24653.0,False
VW,Passat,1.6,Diesel,2007,48100,15108,18,314.09563409563407,20-50k,2,10y+,4,43699.5,False
